Mod:Item:MetaData, Localized Name
minecraft:potion:16453, 喷溅型 治疗药水
minecraft:potion:16421, 喷溅型 治疗药水
minecraft:potion:8230, 夜视药水
minecraft:potion:8262, 夜视药水
minecraft:potion:16422, 喷溅型 夜视药水
minecraft:potion:16454, 喷溅型 夜视药水
minecraft:potion:8232, 虚弱药水
minecraft:potion:8264, 虚弱药水
minecraft:potion:16424, 喷溅型 虚弱药水
minecraft:potion:16456, 喷溅型 虚弱药水
minecraft:potion:8201, 力量药水
minecraft:potion:8233, 力量药水
minecraft:potion:8265, 力量药水
minecraft:potion:16393, 喷溅型 力量药水
minecraft:potion:16425, 喷溅型 力量药水
minecraft:potion:16457, 喷溅型 力量药水
minecraft:potion:8234, 迟缓药水
minecraft:potion:8266, 迟缓药水
minecraft:potion:16426, 喷溅型 迟缓药水
minecraft:potion:16458, 喷溅型 迟缓药水
minecraft:potion:8268, 伤害药水
minecraft:potion:8236, 伤害药水
minecraft:potion:16460, 喷溅型 伤害药水
minecraft:potion:16428, 喷溅型 伤害药水
minecraft:potion:8237, 水肺药水
minecraft:potion:8269, 水肺药水
minecraft:potion:16429, 喷溅型 水肺药水
minecraft:potion:16461, 喷溅型 水肺药水
minecraft:potion:8238, 隐身药水
minecraft:potion:8270, 隐身药水
minecraft:potion:16430, 喷溅型 隐身药水
minecraft:potion:16462, 喷溅型 隐身药水
minecraft:glass_bottle, 玻璃瓶
minecraft:spider_eye, 蜘蛛眼
minecraft:fermented_spider_eye, 发酵蛛眼
minecraft:blaze_powder, 烈焰粉
minecraft:magma_cream, 岩浆膏
minecraft:brewing_stand, 酿造台
minecraft:cauldron, 炼药锅
minecraft:ender_eye, 末影之眼
minecraft:speckled_melon, 闪烁的西瓜
minecraft:spawn_egg:50, 生成 爬行者
minecraft:spawn_egg:51, 生成 骷髅
minecraft:spawn_egg:52, 生成 蜘蛛
minecraft:spawn_egg:54, 生成 僵尸
minecraft:spawn_egg:55, 生成 史莱姆
minecraft:spawn_egg:56, 生成 恶魂
minecraft:spawn_egg:57, 生成 僵尸猪人
minecraft:spawn_egg:58, 生成 末影人
minecraft:spawn_egg:59, 生成 洞穴蜘蛛
minecraft:spawn_egg:60, 生成 蠹虫
minecraft:spawn_egg:61, 生成 烈焰人
minecraft:spawn_egg:62, 生成 岩浆怪
minecraft:spawn_egg:65, 生成 蝙蝠
minecraft:spawn_egg:66, 生成 女巫
minecraft:spawn_egg:90, 生成 猪
minecraft:spawn_egg:91, 生成 羊
minecraft:spawn_egg:92, 生成 牛
minecraft:spawn_egg:93, 生成 鸡
minecraft:spawn_egg:94, 生成 鱿鱼
minecraft:spawn_egg:95, 生成 狼
minecraft:spawn_egg:96, 生成 哞菇
minecraft:spawn_egg:98, 生成 豹猫
minecraft:spawn_egg:100, 生成 马
minecraft:spawn_egg:120, 生成 村民
minecraft:spawn_egg:3, 生成 核怪兽
minecraft:spawn_egg:4, 生成 Paul
minecraft:experience_bottle, 附魔之瓶
minecraft:fire_charge, 火焰弹
minecraft:writable_book, 书与笔
minecraft:written_book, 成书
minecraft:emerald, 绿宝石
minecraft:item_frame, 物品展示框
minecraft:flower_pot, 花盆
minecraft:carrot, 胡萝卜
minecraft:potato, 马铃薯
minecraft:baked_potato, 烤马铃薯
minecraft:poisonous_potato, 毒马铃薯
minecraft:map, 空地图
minecraft:golden_carrot, 金萝卜
minecraft:skull:0, 骷髅头颅
minecraft:skull:1, 凋灵骷髅头颅
minecraft:skull:2, 僵尸的头
minecraft:skull:3, 头
minecraft:skull:4, 爬行者的头
minecraft:carrot_on_a_stick, 萝卜钓竿
minecraft:nether_star, 下界之星
minecraft:pumpkin_pie, 南瓜派
minecraft:fireworks, 烟花火箭
minecraft:firework_charge, 烟火之星
minecraft:enchanted_book, 附魔书
minecraft:comparator, 红石比较器
minecraft:netherbrick, 地狱砖
minecraft:quartz, 下界石英
minecraft:tnt_minecart, TNT车
minecraft:hopper_minecart, 漏斗车
advancedgenetics:deathenderchest, Death Enderchest
advancedgenetics:microscope, Microscope
advancedgenetics:healcrystalblock, Heal Crystal
advancedgenetics:autoscraper, Auto Scraper
advancedgenetics:dnainsulator, DNA Insulator
advancedgenetics:dnacloner, DNA Cloner
advancedgenetics:homeostasistube, tile.homeostasisTube.name
HardcoreEnderExpansion:enhanced_tnt, TNT
minecraft:iron_horse_armor, 铁马铠
minecraft:golden_horse_armor, 金马铠
minecraft:diamond_horse_armor, 钻石马铠
minecraft:lead, 拴绳
minecraft:name_tag, 命名牌
minecraft:command_block_minecart, 命令方块矿车
HardcoreEnderExpansion:end_powder_ore, 末影粉末矿石
HardcoreEnderExpansion:void_chest, 虚空之箱
HardcoreEnderExpansion:end_stone_terrain:0, 腐化末地石
HardcoreEnderExpansion:end_stone_terrain:1, 灼烧末地石
HardcoreEnderExpansion:end_stone_terrain:2, 附魔末地石
HardcoreEnderExpansion:laboratory_stairs, 实验楼梯
HardcoreEnderExpansion:death_flower_pot, tile.flowerPot.name
HardcoreEnderExpansion:obsidian_stairs, 黑曜石楼梯
HardcoreEnderExpansion:stardust_ore, 星尘矿石
HardcoreEnderExpansion:death_flower:0, 死亡之花
HardcoreEnderExpansion:death_flower:15, 死亡之花
HardcoreEnderExpansion:decomposition_table, 解构台
HardcoreEnderExpansion:laboratory_obsidian, 实验黑曜石
HardcoreEnderExpansion:corrupted_energy_high, 未命名方块,请报告给作者.
HardcoreEnderExpansion:ravaged_brick_glow, 发光毁灭砖块
HardcoreEnderExpansion:dungeon_puzzle:13, 地牢谜题(墙壁)
HardcoreEnderExpansion:dungeon_puzzle:14, 地牢谜题(岩石)
HardcoreEnderExpansion:dungeon_puzzle:15, 地牢谜题(顶棚)
HardcoreEnderExpansion:dungeon_puzzle:12, 地牢谜题(关闭)
HardcoreEnderExpansion:dungeon_puzzle:0, 地牢谜题(无光)(可触发)
HardcoreEnderExpansion:dungeon_puzzle:1, 地牢谜题(发光)(可触发)
HardcoreEnderExpansion:dungeon_puzzle:2, 地牢谜题(无光)(不可触发)
HardcoreEnderExpansion:dungeon_puzzle:3, 地牢谜题(发光)(不可触发)
HardcoreEnderExpansion:dungeon_puzzle:4, 地牢谜题(无光)(传播分散)
HardcoreEnderExpansion:dungeon_puzzle:5, 地牢谜题(发光)(传播分散)
HardcoreEnderExpansion:dungeon_puzzle:6, 地牢谜题(无光)(方形分散)
HardcoreEnderExpansion:dungeon_puzzle:7, 地牢谜题(有光)(方形分散)
HardcoreEnderExpansion:laboratory_floor, 实验台阶
HardcoreEnderExpansion:custom_spawner, 刷怪箱
HardcoreEnderExpansion:cinder, 炉渣
HardcoreEnderExpansion:spooky_leaves, 幽灵树树叶
HardcoreEnderExpansion:igneous_rock_ore, 火成岩矿石
HardcoreEnderExpansion:enderman_head_block, 末影人的头
HardcoreEnderExpansion:obsidian_end, 黑曜石
HardcoreEnderExpansion:endium_ore, 末影矿石
HardcoreEnderExpansion:crossed_decoration:2, 荆棘丛
HardcoreEnderExpansion:crossed_decoration:3, 腐化灌木
HardcoreEnderExpansion:crossed_decoration:4, 腐化蕨
HardcoreEnderExpansion:crossed_decoration:5, 腐化草地
HardcoreEnderExpansion:crossed_decoration:6, 火莲
HardcoreEnderExpansion:crossed_decoration:7, 高大的紫苔
HardcoreEnderExpansion:crossed_decoration:8, 中型紫苔
HardcoreEnderExpansion:crossed_decoration:9, 矮紫苔
HardcoreEnderExpansion:crossed_decoration:10, 灼火之草
HardcoreEnderExpansion:crossed_decoration:11, 灼火之草
HardcoreEnderExpansion:crossed_decoration:12, 灼火之草
HardcoreEnderExpansion:crossed_decoration:13, 影兰
HardcoreEnderExpansion:obsidian_special:0, 平滑黑曜石
HardcoreEnderExpansion:obsidian_special:1, 錾制黑曜石
HardcoreEnderExpansion:obsidian_special:2, 黑曜石柱
HardcoreEnderExpansion:block_special_effects:1, specialEffects.1.name
HardcoreEnderExpansion:block_special_effects:2, specialEffects.2.name
HardcoreEnderExpansion:block_special_effects:3, specialEffects.3.name
HardcoreEnderExpansion:block_special_effects:4, specialEffects.4.name
HardcoreEnderExpansion:block_special_effects:5, specialEffects.5.name
HardcoreEnderExpansion:experience_table, 经验台
HardcoreEnderExpansion:ravaged_brick:0, 毁灭砖块
HardcoreEnderExpansion:ravaged_brick:1, 毁灭砖块
HardcoreEnderExpansion:ravaged_brick:2, 毁灭砖块
HardcoreEnderExpansion:ravaged_brick:3, 毁灭砖块
HardcoreEnderExpansion:ravaged_brick:4, 毁灭砖块
HardcoreEnderExpansion:ravaged_brick:5, 毁灭砖块
HardcoreEnderExpansion:sphalerite:0, 闪锌矿
HardcoreEnderExpansion:sphalerite:1, 闪锌星尘
HardcoreEnderExpansion:ravaged_brick_fence, 毁灭砖围栏
HardcoreEnderExpansion:biome_core, tile.biomeIslandCore.name
HardcoreEnderExpansion:essence_altar:0, 基础精华祭坛
HardcoreEnderExpansion:essence_altar:1, 龙之精华祭坛
HardcoreEnderExpansion:essence_altar:2, 炎之精华祭坛
HardcoreEnderExpansion:essence_altar:3, 魂之精华祭坛
HardcoreEnderExpansion:obsidian_special_glow:0, 平滑发光黑曜石
HardcoreEnderExpansion:obsidian_special_glow:1, 錾制发光黑曜石
HardcoreEnderExpansion:obsidian_special_glow:2, 发光黑曜石柱
HardcoreEnderExpansion:ravaged_brick_slab:0, 毁灭半砖
HardcoreEnderExpansion:persegrit:0, 紫沙砾
HardcoreEnderExpansion:persegrit:1, 紫沙砾
HardcoreEnderExpansion:persegrit:2, 紫沙砾
HardcoreEnderExpansion:persegrit:3, 紫沙砾
HardcoreEnderExpansion:persegrit:4, 紫沙砾
HardcoreEnderExpansion:persegrit:5, 紫沙砾
HardcoreEnderExpansion:persegrit:6, 紫沙砾
HardcoreEnderExpansion:persegrit:7, 紫沙砾
HardcoreEnderExpansion:persegrit:8, 紫沙砾
HardcoreEnderExpansion:persegrit:9, 紫沙砾
HardcoreEnderExpansion:persegrit:10, 紫沙砾
HardcoreEnderExpansion:persegrit:11, 紫沙砾
HardcoreEnderExpansion:persegrit:12, 紫沙砾
HardcoreEnderExpansion:persegrit:13, 紫沙砾
HardcoreEnderExpansion:persegrit:14, 紫沙砾
HardcoreEnderExpansion:persegrit:15, 紫沙砾
HardcoreEnderExpansion:endium_block, 末影块
HardcoreEnderExpansion:corrupted_energy_low, 未命名方块,请报告给作者.
HardcoreEnderExpansion:transport_beacon, 传送信标
HardcoreEnderExpansion:energy_extraction_table, 释能台
HardcoreEnderExpansion:laboratory_glass, 实验玻璃
HardcoreEnderExpansion:spooky_log, 幽灵树原木
HardcoreEnderExpansion:energy_cluster, 能量星团
HardcoreEnderExpansion:enhanced_brewing_stand_block, tile.brewingStand.name
HardcoreEnderExpansion:ender_goo, 末影粘浆
HardcoreEnderExpansion:temple_end_portal, tile.templeEndPortal.name
HardcoreEnderExpansion:ravaged_brick_smooth, 平滑毁灭砖块
HardcoreEnderExpansion:ravaged_brick_stairs, 毁灭砖楼梯
HardcoreEnderExpansion:accumulation_table, 聚能台
HardcoreEnderExpansion:laser_beam, tile.laserBeam.name
HardcoreEnderExpansion:instability_orb_ore, 震荡球矿石
Natura:N Crops, Crops
Natura:BerryBush:12, 覆盆子灌木
Natura:BerryBush:13, 蓝莓灌木
Natura:BerryBush:14, 黑莓灌木
Natura:BerryBush:15, 桑葚灌木
Natura:NetherBerryBush:12, 枯萎莓灌木
Natura:NetherBerryBush:13, 黄昏莓灌木
Natura:NetherBerryBush:14, 天莓灌木
Natura:NetherBerryBush:15, 刺莓灌木
Natura:Cloud:0, 云
Natura:Cloud:1, 黑云
Natura:Cloud:2, 灰云
Natura:Cloud:3, 硫云
Natura:tree:0, 桉树原木
Natura:tree:1, 樱花树原木
Natura:tree:2, 幽魂树原木
Natura:tree:3, 车桑子树原木
Natura:redwood:0, Redwood Bark
Natura:redwood:1, Redwood
Natura:redwood:2, Redwood Root
Natura:planks:0, 桉树木板
Natura:planks:1, 樱花树木板
Natura:planks:2, 幽魂树木板
Natura:planks:3, 红木树木板
Natura:planks:4, 血树木板
Natura:planks:5, 车桑子树木板
Natura:planks:6, 枫树木板
Natura:planks:7, 银铃树木板
Natura:planks:8, 紫檀树木板
Natura:planks:9, 核桃树木板
Natura:planks:10, 柳树木板
Natura:planks:11, 黑暗树木板
Natura:planks:12, 熔融树木板
Natura:floraleaves:0, 红木树树叶
Natura:floraleaves:1, 桉树树叶
Natura:floraleaves:2, 车桑子树树叶
Natura:floraleavesnocolor:0, 樱花树树叶
Natura:floraleavesnocolor:1, 幽魂树树叶
Natura:floraleavesnocolor:2, 血树树叶
Natura:floraleavesnocolor:3, 柳树树叶
Natura:florasapling:0, 红木树树苗
Natura:florasapling:1, 桉树树苗
Natura:florasapling:2, 车桑子树树苗
Natura:florasapling:3, 樱花树树苗
Natura:florasapling:4, 幽魂树树苗
Natura:florasapling:5, 血树树苗
Natura:florasapling:6, 黑暗树树苗
Natura:florasapling:7, 熔融树树苗
Natura:Saguaro:0, 巨型仙人掌
Natura:willow:0, 柳树原木
Natura:door.redwood, Redwood Door
Natura:door.eucalyptus, Eucalyptus Door
Natura:door.hopseed, Hopseed Door
Natura:door.sakura, Sakura Door
Natura:door.ghostwood, Ghostwood Door
Natura:door.bloodwood, Bloodwood Door
Natura:door.redwoodbark, Redwood Bark Door
Natura:bloodwood:0, 血树
Natura:bloodwood:15, 血树
Natura:soil.tainted, 腐沙
Natura:heatsand, 热沙
Natura:Dark Tree:0, 黑暗树原木
Natura:Dark Tree:1, 熔融树原木
Natura:Dark Leaves:0, 黑暗树树叶
Natura:Dark Leaves:1, 黑暗树树叶
Natura:Dark Leaves:2, 黑暗树树叶
Natura:Dark Leaves:3, 熔融树树叶
Natura:Thornvines, 荊藤
Natura:Glowshroom:0, 绿色荧光菇
Natura:Glowshroom:1, 紫色荧光菇
Natura:Glowshroom:2, 蓝色荧光菇
Natura:blueGlowshroom, Blue Glowshroom
Natura:purpleGlowshroom, Purple Glowshroom
Natura:greenGlowshroom, Green Glowshroom
Natura:Blazerail, 烈焰轨道
Natura:BrailPowered, 充能烈焰轨道
Natura:BrailDetector, 探测烈焰轨道
Natura:BrailActivator, 触发烈焰轨道
Natura:NetherFurnace, 下界熔炉
Natura:Obelisk, 方尖碑
Natura:NetherGlass:0, 灵魂玻璃
Natura:NetherGlass:1, 灼热玻璃
Natura:NetherHopper, 漏斗
Natura:NetherPressurePlate, 压力板
Natura:NetherButton, 按钮
Natura:NetherLever, 拉杆
Natura:Rare Tree:0, 枫树原木
Natura:Rare Tree:1, 银铃树原木
Natura:Rare Tree:2, 紫檀树原木
Natura:Rare Tree:3, 核桃树原木
Natura:Rare Leaves:0, 枫树树叶
Natura:Rare Leaves:1, 银铃树树叶
Natura:Rare Leaves:2, 紫檀树树叶
Natura:Rare Leaves:3, 核桃树树叶
Natura:Rare Sapling:0, 枫树树苗
Natura:Rare Sapling:1, 银铃树树苗
Natura:Rare Sapling:2, 紫檀树树苗
Natura:Rare Sapling:3, 核桃树树苗
Natura:Rare Sapling:4, 柳树树苗
Natura:Bluebells, 蓝铃草
Natura:Natura.workbench:0, 工作台
Natura:Natura.workbench:1, 工作台
Natura:Natura.workbench:2, 工作台
Natura:Natura.workbench:3, 工作台
Natura:Natura.workbench:4, 工作台
Natura:Natura.workbench:5, 工作台
Natura:Natura.workbench:6, 工作台
Natura:Natura.workbench:7, 工作台
Natura:Natura.workbench:8, 工作台
Natura:Natura.workbench:9, 工作台
Natura:Natura.workbench:10, 工作台
Natura:Natura.workbench:11, 工作台
Natura:Natura.workbench:12, 工作台
Natura:Natura.bookshelf:0, 书架
Natura:Natura.bookshelf:1, 书架
Natura:Natura.bookshelf:2, 书架
Natura:Natura.bookshelf:3, 书架
Natura:Natura.bookshelf:4, 书架
Natura:Natura.bookshelf:5, 书架
Natura:Natura.bookshelf:6, 书架
Natura:Natura.bookshelf:7, 书架
Natura:Natura.bookshelf:8, 书架
Natura:Natura.bookshelf:9, 书架
Natura:Natura.bookshelf:10, 书架
Natura:Natura.bookshelf:11, 书架
Natura:Natura.bookshelf:12, 书架
Natura:Natura.fence:0, 栅栏
Natura:Natura.fence:1, 栅栏
Natura:Natura.fence:2, 栅栏
Natura:Natura.fence:3, 栅栏
Natura:Natura.fence:4, 栅栏
Natura:Natura.fence:5, 栅栏
Natura:Natura.fence:6, 栅栏
Natura:Natura.fence:7, 栅栏
Natura:Natura.fence:8, 栅栏
Natura:Natura.fence:9, 栅栏
Natura:Natura.fence:10, 栅栏
Natura:Natura.fence:11, 栅栏
Natura:Natura.fence:12, 栅栏
Natura:GrassBlock:0, 修饰草地
Natura:GrassBlock:1, 蓝色草地
Natura:GrassBlock:2, 秋光草地
Natura:GrassSlab:0, 修饰草地台阶
Natura:GrassSlab:1, 蓝色草地台阶
Natura:GrassSlab:2, 秋光草地台阶
Natura:plankSlab1:0, 桉树台阶
Natura:plankSlab1:1, 樱花树台阶
Natura:plankSlab1:2, 幽魂树台阶
Natura:plankSlab1:3, 红木树台阶
Natura:plankSlab1:4, 血树台阶
Natura:plankSlab1:5, 车桑子树台阶
Natura:plankSlab1:6, 枫树台阶
Natura:plankSlab1:7, 银铃树台阶
Natura:plankSlab2:0, 紫檀树台阶
Natura:plankSlab2:1, 核桃树台阶
Natura:plankSlab2:2, 柳树台阶
Natura:plankSlab2:3, 黑暗树台阶
Natura:plankSlab2:4, 熔融树台阶
Natura:stair.eucalyptus, 桉树楼梯
Natura:stair.sakura, 樱花树楼梯
Natura:stair.ghostwood, 幽魂树楼梯
Natura:stair.redwood, 红木树楼梯
Natura:stair.bloodwood, 血树楼梯
Natura:stair.hopseed, 车桑子树楼梯
Natura:stair.maple, 枫树楼梯
Natura:stair.silverbell, 银铃树楼梯
Natura:stair.amaranth, 紫檀树楼梯
Natura:stair.tiger, 核桃树楼梯
Natura:stair.willow, 柳树楼梯
Natura:stair.darkwood, 黑暗树楼梯
Natura:stair.fusewood, 熔融树楼梯
Natura:pressureplate.eucalyptus, 桉树压力板
Natura:trapdoor.eucalyptus, 桉树活板门
Natura:button.eucalyptus, 桉树按钮
Natura:fenceGate.eucalyptus, 桉树栅栏门
Natura:pressureplate.sakura, 樱花树压力板
Natura:trapdoor.sakura, 樱花树活板门
Natura:button.sakura, 樱花树按钮
Natura:fenceGate.sakura, 樱花树栅栏门
Natura:pressureplate.ghostwood, 幽魂树压力板
Natura:trapdoor.ghostwood, 幽魂树活板门
Natura:button.ghostwood, 幽魂树按钮
Natura:fenceGate.ghostwood, 幽魂树栅栏门
Natura:pressureplate.redwood, 红木树压力板
Natura:trapdoor.redwood, 红木树活板门
Natura:button.redwood, 红木树按钮
Natura:fenceGate.redwood, 红木树栅栏门
Natura:pressureplate.bloodwood, 血树压力板
Natura:trapdoor.bloodwood, 血树活板门
Natura:button.bloodwood, 血树按钮
Natura:fenceGate.bloodwood, 血树栅栏门
Natura:pressureplate.hopseed, 车桑子树压力板
Natura:trapdoor.hopseed, 车桑子树活板门
Natura:button.hopseed, 车桑子树按钮
Natura:fenceGate.hopseed, 车桑子树栅栏门
Natura:pressureplate.maple, 枫树压力板
Natura:trapdoor.maple, 枫树活板门
Natura:button.maple, 枫树按钮
Natura:fenceGate.maple, 枫树栅栏门
Natura:pressureplate.amaranth, 紫檀树压力板
Natura:trapdoor.amaranth, 紫檀树活板门
Natura:button.amaranth, 紫檀树按钮
Natura:fenceGate.amaranth, 紫檀树栅栏门
Natura:pressureplate.silverbell, 银铃树压力板
Natura:trapdoor.silverbell, 银铃树活板门
Natura:button.silverbell, 银铃树按钮
Natura:fenceGate.silverbell, 银铃树栅栏门
Natura:pressureplate.tiger, 核桃树压力板
Natura:trapdoor.tiger, 核桃树活板门
Natura:button.tiger, 核桃树按钮
Natura:fenceGate.tiger, 核桃树栅栏门
Natura:pressureplate.willow, 柳树压力板
Natura:trapdoor.willow, 柳树活板门
Natura:button.willow, 柳树按钮
Natura:fenceGate.willow, 柳树栅栏门
Natura:pressureplate.darkwood, 黑暗树压力板
Natura:trapdoor.darkwood, 黑暗树活板门
Natura:button.darkwood, 黑暗树按钮
Natura:fenceGate.darkwood, 黑暗树栅栏门
Natura:pressureplate.fusewood, 熔融树压力板
Natura:trapdoor.fusewood, 熔融树活板门
Natura:button.fusewood, 熔融树按钮
Natura:fenceGate.fusewood, 熔融树栅栏门
Forestry:core:0, 分析仪
Forestry:core:1, 写字台
Forestry:soil:0, 腐殖土
Forestry:soil:1, 沼泽泥
Forestry:resources:0, 磷矿石
Forestry:resources:1, 铜矿石
Forestry:resources:2, 锡矿石
Forestry:resourceStorage:0, 磷灰石块
Forestry:resourceStorage:1, 铜块
Forestry:resourceStorage:2, 锡块
Forestry:resourceStorage:3, 青铜块
Forestry:fluid.bioethanol, 乙醇
Forestry:fluid.biomass, 生物质
Forestry:fluid.glass, 液态玻璃
Forestry:fluid.honey, 蜂蜜
Forestry:fluid.ice, 碎冰
Forestry:fluid.juice, 果汁
Forestry:fluid.milk, 牛奶
Forestry:fluid.seedoil, 种子油
Forestry:fluid.short.mead, 蜂蜜酒
Forestry:fluid.mead, 蜂蜜陈酿
Forestry:apiculture:0, 蜂箱
Forestry:apiculture:2, 简易蜂房
Forestry:apicultureChest:0, 养蜂人箱子
Forestry:beehives:1, 森林蜂巢
Forestry:beehives:2, 草地蜂巢
Forestry:beehives:3, 温和蜂巢
Forestry:beehives:4, 热带蜂巢
Forestry:beehives:6, 凛冬蜂巢
Forestry:beehives:7, 沼泽蜂巢
Forestry:candle:0, 蜡烛(熄灭)
Forestry:stump:0, 蜡烛
Forestry:alveary:0, 蜂箱组
Forestry:alveary:2, 蜂箱组克隆盒
Forestry:alveary:3, 蜂箱组风扇
Forestry:alveary:4, 蜂箱组加热器
Forestry:alveary:5, 蜂箱组保湿器
Forestry:alveary:6, 蜂箱组稳定器
Forestry:alveary:7, 蜂箱组滤网
Forestry:logs:0, 落叶树原木
Forestry:logs:1, 柚树原木
Forestry:logs:2, 金合欢树原木
